Star ID,Mass [Solar Mass],Radius [Solar Radius],g band,r band,Temperature [K],Age [Gyr]
3947457235768969088,0.56965685,0.6330762,12.952482,11.991344,3633.039,13.329832000000001
6830409640426915968,1.4807287,2.4537058,7.135222,6.7124047000000004,6087.156999999999,2.7537133999999996
1869848307645149184,1.0254614,1.3104091,8.677047,8.215981,5862.0464,8.452879
5165137226473024384,0.5352441,0.5557890999999999,13.355000500000001,12.373167,3631.3901,11.377211
1514140009527067776,0.7698768,0.7306876999999999,10.96866,10.3067465,4776.670999999999,6.780732
192186390496580608,0.50251174,0.4654107,14.009316,12.934647,3690.6057,1.662043
1901775926278403072,0.5398527,0.550589,13.639953,12.565503,3664.0833,11.250827000000001
4335338618491472256,0.5216239,0.50929165,13.850233,12.767709,3679.9559999999997,7.248003
27015245508396288,0.6138946,0.5873543000000001,12.892878,11.942867,4041.6064,8.7084055
169883759202793088,0.7313122,0.69146997,11.522056,10.744135,4561.54,5.809415
6296291420213806080,0.696811,0.67769474,11.977829,11.12365,4415.4087,9.299676
4804512599567828096,0.78788,0.7675219,10.780304,10.125409,4925.9673,9.476891
330043806923633920,1.2607918,1.5020381,8.060668,7.676310000000001,6345.431,3.0220015
3246298120980920704,0.97041893,0.8521668,9.90668,9.369724,5566.7153,0.3752506
6631411848416758272,0.7752485,0.7861369,10.793608,10.131687,4812.98,10.76211
691254787062256128,0.52368027,0.50933504,13.810604000000001,12.736410000000001,3707.7212,10.811084
6041547877577659776,0.7044738,0.68366545,12.048803999999999,11.1801405,4464.062,9.227687
2583825975649871104,0.5138371,0.48213926,13.616514000000002,12.603048,3728.2996,6.346918
5565812217258865408,0.8186085,0.7723814,10.639123,10.008672,5007.3267,5.867317
6006179509090816768,1.086848,1.2051344,8.711345,8.273043,6044.005999999999,4.8099623
4751288162244247680,0.72486365,0.66772026,11.707205,10.927157000000001,4484.6284,1.5932902
